Company Name;Date;Ticker;Adj Close;Close value in reference period;Number of Records
Sourcefire;31.12.2012;FIRE;$8.34;;1
Symantec;31.12.2012;SYMC;$16.14;;1
VASCO;31.12.2012;VDSI;$27.92;;1
Sourcefire;02.01.2013;FIRE;$8.10;;1
Symantec;02.01.2013;SYMC;$16.06;;1
VASCO;02.01.2013;VDSI;$27.48;;1
Sourcefire;03.01.2013;FIRE;$8.02;;1
Symantec;03.01.2013;SYMC;$16.09;;1
VASCO;03.01.2013;VDSI;$26.97;;1
Sourcefire;04.01.2013;FIRE;$7.45;;1
Symantec;04.01.2013;SYMC;$15.72;;1
VASCO;04.01.2013;VDSI;$24.79;;1
Sourcefire;07.01.2013;FIRE;$7.45;;1
Symantec;07.01.2013;SYMC;$15.44;;1
VASCO;07.01.2013;VDSI;$22.84;;1
Sourcefire;08.01.2013;FIRE;$7.00;;1
Symantec;08.01.2013;SYMC;$15.67;;1
VASCO;08.01.2013;VDSI;$23.08;;1
Sourcefire;09.01.2013;FIRE;$6.59;;1
Symantec;09.01.2013;SYMC;$15.59;;1
VASCO;09.01.2013;VDSI;$21.90;;1
Sourcefire;10.01.2013;FIRE;$6.75;;1
Symantec;10.01.2013;SYMC;$15.57;;1
VASCO;10.01.2013;VDSI;$20.86;;1
Sourcefire;11.01.2013;FIRE;$6.33;;1
Symantec;11.01.2013;SYMC;$15.27;;1
VASCO;11.01.2013;VDSI;$20.80;;1
Sourcefire;14.01.2013;FIRE;$6.39;;1
Symantec;14.01.2013;SYMC;$15.67;;1
VASCO;14.01.2013;VDSI;$21.68;;1
Sourcefire;15.01.2013;FIRE;$6.21;;1
Symantec;15.01.2013;SYMC;$15.40;;1
VASCO;15.01.2013;VDSI;$20.11;;1
Sourcefire;16.01.2013;FIRE;$6.20;;1
Symantec;16.01.2013;SYMC;$15.99;;1
VASCO;16.01.2013;VDSI;$19.13;;1
Sourcefire;17.01.2013;FIRE;$5.94;;1
Symantec;17.01.2013;SYMC;$15.27;;1
VASCO;17.01.2013;VDSI;$17.67;;1
Sourcefire;18.01.2013;FIRE;$5.66;;1
Symantec;18.01.2013;SYMC;$15.18;;1
VASCO;18.01.2013;VDSI;$17.51;;1
Sourcefire;22.01.2013;FIRE;$5.45;;1
Symantec;22.01.2013;SYMC;$15.02;;1
VASCO;22.01.2013;VDSI;$16.99;;1
Sourcefire;23.01.2013;FIRE;$5.39;;1
Symantec;23.01.2013;SYMC;$15.26;;1
VASCO;23.01.2013;VDSI;$17.40;;1
Sourcefire;24.01.2013;FIRE;$5.69;;1
Symantec;24.01.2013;SYMC;$16.93;;1
VASCO;24.01.2013;VDSI;$19.47;;1
Sourcefire;25.01.2013;FIRE;$5.53;;1
Symantec;25.01.2013;SYMC;$16.38;;1
VASCO;25.01.2013;VDSI;$19.37;;1
Sourcefire;28.01.2013;FIRE;$5.67;;1
Symantec;28.01.2013;SYMC;$16.86;;1
VASCO;28.01.2013;VDSI;$19.55;;1
Sourcefire;29.01.2013;FIRE;$6.41;;1
Symantec;29.01.2013;SYMC;$16.87;;1
VASCO;29.01.2013;VDSI;$19.05;;1
Sourcefire;30.01.2013;FIRE;$6.47;;1
Symantec;30.01.2013;SYMC;$17.05;;1
VASCO;30.01.2013;VDSI;$18.64;;1
Sourcefire;31.01.2013;FIRE;$6.80;;1
Symantec;31.01.2013;SYMC;$17.93;;1
VASCO;31.01.2013;VDSI;$18.97;;1
Sourcefire;01.02.2013;FIRE;$6.89;;1
Symantec;01.02.2013;SYMC;$18.66;;1
VASCO;01.02.2013;VDSI;$19.03;;1
Sourcefire;04.02.2013;FIRE;$6.28;;1
Symantec;04.02.2013;SYMC;$18.51;;1
VASCO;04.02.2013;VDSI;$18.16;;1
Sourcefire;05.02.2013;FIRE;$6.32;;1
Symantec;05.02.2013;SYMC;$17.85;;1
VASCO;05.02.2013;VDSI;$17.16;;1
Sourcefire;06.02.2013;FIRE;$6.05;;1
Symantec;06.02.2013;SYMC;$17.78;;1
VASCO;06.02.2013;VDSI;$17.00;;1
Sourcefire;07.02.2013;FIRE;$6.25;;1
Symantec;07.02.2013;SYMC;$18.08;;1
VASCO;07.02.2013;VDSI;$16.90;;1
Sourcefire;08.02.2013;FIRE;$6.17;;1
Symantec;08.02.2013;SYMC;$17.90;;1
VASCO;08.02.2013;VDSI;$16.98;;1
Sourcefire;11.02.2013;FIRE;$6.21;;1
Symantec;11.02.2013;SYMC;$17.72;;1
VASCO;11.02.2013;VDSI;$17.37;;1
Sourcefire;12.02.2013;FIRE;$6.01;;1
Symantec;12.02.2013;SYMC;$17.76;;1
VASCO;12.02.2013;VDSI;$17.17;;1
Sourcefire;13.02.2013;FIRE;$6.40;;1
Symantec;13.02.2013;SYMC;$18.13;;1
VASCO;13.02.2013;VDSI;$18.02;;1
Sourcefire;14.02.2013;FIRE;$6.14;;1
Symantec;14.02.2013;SYMC;$17.48;;1
VASCO;14.02.2013;VDSI;$17.63;;1
Sourcefire;15.02.2013;FIRE;$6.09;;1
Symantec;15.02.2013;SYMC;$17.54;;1
VASCO;15.02.2013;VDSI;$17.51;;1
Sourcefire;19.02.2013;FIRE;$6.11;;1
Symantec;19.02.2013;SYMC;$17.33;;1
VASCO;19.02.2013;VDSI;$18.44;;1
Sourcefire;20.02.2013;FIRE;$6.10;;1
Symantec;20.02.2013;SYMC;$17.88;;1
VASCO;20.02.2013;VDSI;$18.27;;1
Sourcefire;21.02.2013;FIRE;$6.09;;1
Symantec;21.02.2013;SYMC;$17.44;;1
VASCO;21.02.2013;VDSI;$11.39;;1
Sourcefire;22.02.2013;FIRE;$6.12;;1
Symantec;22.02.2013;SYMC;$17.48;;1
VASCO;22.02.2013;VDSI;$11.40;;1
Sourcefire;25.02.2013;FIRE;$6.54;;1
Symantec;25.02.2013;SYMC;$17.86;;1
VASCO;25.02.2013;VDSI;$11.40;;1
Sourcefire;26.02.2013;FIRE;$6.47;;1
Symantec;26.02.2013;SYMC;$17.57;;1
VASCO;26.02.2013;VDSI;$11.47;;1
Sourcefire;27.02.2013;FIRE;$6.54;;1
Symantec;27.02.2013;SYMC;$17.50;;1
VASCO;27.02.2013;VDSI;$12.11;;1
Sourcefire;28.02.2013;FIRE;$6.34;;1
Symantec;28.02.2013;SYMC;$17.29;;1
VASCO;28.02.2013;VDSI;$11.70;;1
Sourcefire;01.03.2013;FIRE;$6.00;;1
Symantec;01.03.2013;SYMC;$16.84;;1
VASCO;01.03.2013;VDSI;$11.06;;1
Sourcefire;03.03.2013;FIRE;$5.81;;1
Symantec;03.03.2013;SYMC;$16.85;;1
VASCO;03.03.2013;VDSI;$10.61;;1
Sourcefire;04.03.2013;FIRE;$6.17;;1
Symantec;04.03.2013;SYMC;$17.12;;1
VASCO;04.03.2013;VDSI;$10.43;;1
Sourcefire;05.03.2013;FIRE;$6.32;;1
Symantec;05.03.2013;SYMC;$17.02;;1
VASCO;05.03.2013;VDSI;$11.57;;1
Sourcefire;06.03.2013;FIRE;$6.05;;1
Symantec;06.03.2013;SYMC;$17.05;;1
VASCO;06.03.2013;VDSI;$11.67;;1
Sourcefire;07.03.2013;FIRE;$6.00;;1
Symantec;07.03.2013;SYMC;$16.94;;1
VASCO;07.03.2013;VDSI;$10.96;;1
Sourcefire;10.03.2013;FIRE;$5.76;;1
Symantec;10.03.2013;SYMC;$16.76;;1
VASCO;10.03.2013;VDSI;$11.11;;1
Sourcefire;11.03.2013;FIRE;$6.09;;1
Symantec;11.03.2013;SYMC;$17.23;;1
VASCO;11.03.2013;VDSI;$11.75;;1
Sourcefire;12.03.2013;FIRE;$5.97;;1
Symantec;12.03.2013;SYMC;$17.20;;1
VASCO;12.03.2013;VDSI;$11.47;;1
Sourcefire;13.03.2013;FIRE;$5.74;;1
Symantec;13.03.2013;SYMC;$17.26;;1
VASCO;13.03.2013;VDSI;$11.96;;1
Sourcefire;14.03.2013;FIRE;$5.80;;1
Symantec;14.03.2013;SYMC;$16.46;;1
VASCO;14.03.2013;VDSI;$11.66;;1
Sourcefire;17.03.2013;FIRE;$5.69;;1
Symantec;17.03.2013;SYMC;$16.50;;1
VASCO;17.03.2013;VDSI;$11.50;;1
Sourcefire;18.03.2013;FIRE;$6.02;;1
Symantec;18.03.2013;SYMC;$16.87;;1
VASCO;18.03.2013;VDSI;$12.44;;1
Sourcefire;19.03.2013;FIRE;$5.88;;1
Symantec;19.03.2013;SYMC;$16.49;;1
VASCO;19.03.2013;VDSI;$12.04;;1
Sourcefire;20.03.2013;FIRE;$5.79;;1
Symantec;20.03.2013;SYMC;$17.09;;1
VASCO;20.03.2013;VDSI;$12.25;;1
Sourcefire;24.03.2013;FIRE;$6.18;;1
Symantec;24.03.2013;SYMC;$17.14;;1
VASCO;24.03.2013;VDSI;$13.74;;1
Sourcefire;25.03.2013;FIRE;$6.18;;1
Symantec;25.03.2013;SYMC;$17.09;;1
VASCO;25.03.2013;VDSI;$14.34;;1
Sourcefire;26.03.2013;FIRE;$6.20;;1
Symantec;26.03.2013;SYMC;$17.04;;1
VASCO;26.03.2013;VDSI;$14.13;;1
Sourcefire;27.03.2013;FIRE;$6.08;;1
Symantec;27.03.2013;SYMC;$17.02;;1
VASCO;27.03.2013;VDSI;$13.98;;1
Sourcefire;28.03.2013;FIRE;$5.85;;1
Symantec;28.03.2013;SYMC;$16.82;;1
VASCO;28.03.2013;VDSI;$13.74;;1
Sourcefire;31.03.2013;FIRE;$5.96;;1
Symantec;31.03.2013;SYMC;$16.62;;1
VASCO;31.03.2013;VDSI;$13.68;;1
Sourcefire;01.04.2013;FIRE;$6.19;;1
Symantec;01.04.2013;SYMC;$17.42;;1
VASCO;01.04.2013;VDSI;$14.26;;1
Sourcefire;02.04.2013;FIRE;$6.47;;1
Symantec;02.04.2013;SYMC;$17.51;;1
VASCO;02.04.2013;VDSI;$14.19;;1
Sourcefire;03.04.2013;FIRE;$6.23;;1
Symantec;03.04.2013;SYMC;$17.17;;1
VASCO;03.04.2013;VDSI;$14.22;;1
Sourcefire;04.04.2013;FIRE;$6.14;;1
Symantec;04.04.2013;SYMC;$17.34;;1
VASCO;04.04.2013;VDSI;$14.81;;1
Sourcefire;07.04.2013;FIRE;$6.41;;1
Symantec;07.04.2013;SYMC;$17.43;;1
VASCO;07.04.2013;VDSI;$14.52;;1
Sourcefire;08.04.2013;FIRE;$6.52;;1
Symantec;08.04.2013;SYMC;$17.53;;1
VASCO;08.04.2013;VDSI;$14.43;;1
Sourcefire;09.04.2013;FIRE;$6.43;;1
Symantec;09.04.2013;SYMC;$17.28;;1
VASCO;09.04.2013;VDSI;$13.73;;1
Sourcefire;10.04.2013;FIRE;$6.65;;1
Symantec;10.04.2013;SYMC;$17.45;;1
VASCO;10.04.2013;VDSI;$14.32;;1
Sourcefire;11.04.2013;FIRE;$6.42;;1
Symantec;11.04.2013;SYMC;$16.87;;1
VASCO;11.04.2013;VDSI;$13.38;;1
Sourcefire;14.04.2013;FIRE;$6.41;;1
Symantec;14.04.2013;SYMC;$16.88;;1
VASCO;14.04.2013;VDSI;$13.29;;1
Sourcefire;15.04.2013;FIRE;$6.56;;1
Symantec;15.04.2013;SYMC;$16.93;;1
VASCO;15.04.2013;VDSI;$12.91;;1
Sourcefire;16.04.2013;FIRE;$6.80;;1
Symantec;16.04.2013;SYMC;$17.12;;1
VASCO;16.04.2013;VDSI;$13.33;;1
Sourcefire;17.04.2013;FIRE;$6.82;;1
Symantec;17.04.2013;SYMC;$17.59;;1
VASCO;17.04.2013;VDSI;$13.68;;1
Sourcefire;18.04.2013;FIRE;$6.93;;1
Symantec;18.04.2013;SYMC;$17.69;;1
VASCO;18.04.2013;VDSI;$14.47;;1
Sourcefire;21.04.2013;FIRE;$6.67;;1
Symantec;21.04.2013;SYMC;$17.57;;1
VASCO;21.04.2013;VDSI;$14.52;;1
Sourcefire;22.04.2013;FIRE;$6.60;;1
Symantec;22.04.2013;SYMC;$17.36;;1
VASCO;22.04.2013;VDSI;$13.90;;1
Sourcefire;23.04.2013;FIRE;$6.67;;1
Symantec;23.04.2013;SYMC;$17.40;;1
VASCO;23.04.2013;VDSI;$13.83;;1
Sourcefire;24.04.2013;FIRE;$6.80;;1
Symantec;24.04.2013;SYMC;$17.27;;1
VASCO;24.04.2013;VDSI;$10.36;;1
Sourcefire;25.04.2013;FIRE;$6.83;;1
Symantec;25.04.2013;SYMC;$17.47;;1
VASCO;25.04.2013;VDSI;$9.71;;1
Sourcefire;28.04.2013;FIRE;$6.75;;1
Symantec;28.04.2013;SYMC;$17.30;;1
VASCO;28.04.2013;VDSI;$9.86;;1
Sourcefire;29.04.2013;FIRE;$6.78;;1
Symantec;29.04.2013;SYMC;$17.44;;1
VASCO;29.04.2013;VDSI;$10.01;;1
Sourcefire;30.04.2013;FIRE;$6.85;;1
Symantec;30.04.2013;SYMC;$17.22;;1
VASCO;30.04.2013;VDSI;$10.09;;1
Sourcefire;01.05.2013;FIRE;$6.57;;1
Symantec;01.05.2013;SYMC;$19.34;;1
VASCO;01.05.2013;VDSI;$10.22;;1
Sourcefire;02.05.2013;FIRE;$6.98;;1
Symantec;02.05.2013;SYMC;$19.45;;1
VASCO;02.05.2013;VDSI;$10.10;;1
Sourcefire;05.05.2013;FIRE;$6.73;;1
Symantec;05.05.2013;SYMC;$19.24;;1
VASCO;05.05.2013;VDSI;$10.04;;1
Sourcefire;06.05.2013;FIRE;$6.84;;1
Symantec;06.05.2013;SYMC;$19.91;;1
VASCO;06.05.2013;VDSI;$10.17;;1
Sourcefire;07.05.2013;FIRE;$6.59;;1
Symantec;07.05.2013;SYMC;$19.71;;1
VASCO;07.05.2013;VDSI;$10.82;;1
Sourcefire;08.05.2013;FIRE;$6.60;;1
Symantec;08.05.2013;SYMC;$19.83;;1
VASCO;08.05.2013;VDSI;$10.81;;1
Sourcefire;09.05.2013;FIRE;$6.69;;1
Symantec;09.05.2013;SYMC;$19.99;;1
VASCO;09.05.2013;VDSI;$11.24;;1
Sourcefire;12.05.2013;FIRE;$7.01;;1
Symantec;12.05.2013;SYMC;$20.10;;1
VASCO;12.05.2013;VDSI;$11.44;;1
Sourcefire;13.05.2013;FIRE;$7.01;;1
Symantec;13.05.2013;SYMC;$20.63;;1
VASCO;13.05.2013;VDSI;$11.88;;1
Sourcefire;14.05.2013;FIRE;$7.12;;1
Symantec;14.05.2013;SYMC;$20.59;;1
VASCO;14.05.2013;VDSI;$11.93;;1
Sourcefire;15.05.2013;FIRE;$6.99;;1
Symantec;15.05.2013;SYMC;$20.79;;1
VASCO;15.05.2013;VDSI;$12.05;;1
Sourcefire;16.05.2013;FIRE;$7.05;;1
Symantec;16.05.2013;SYMC;$20.76;;1
VASCO;16.05.2013;VDSI;$11.77;;1
Sourcefire;19.05.2013;FIRE;$7.01;;1
Symantec;19.05.2013;SYMC;$20.87;;1
VASCO;19.05.2013;VDSI;$11.64;;1
Sourcefire;20.05.2013;FIRE;$6.81;;1
Symantec;20.05.2013;SYMC;$20.59;;1
VASCO;20.05.2013;VDSI;$11.62;;1
Sourcefire;21.05.2013;FIRE;$6.81;;1
Symantec;21.05.2013;SYMC;$20.53;;1
VASCO;21.05.2013;VDSI;$11.20;;1
Sourcefire;22.05.2013;FIRE;$6.81;;1
Symantec;22.05.2013;SYMC;$20.82;;1
VASCO;22.05.2013;VDSI;$11.36;;1
Sourcefire;23.05.2013;FIRE;$6.65;;1
Symantec;23.05.2013;SYMC;$20.66;;1
VASCO;23.05.2013;VDSI;$11.11;;1
Sourcefire;27.05.2013;FIRE;$6.72;;1
Symantec;27.05.2013;SYMC;$21.20;;1
VASCO;27.05.2013;VDSI;$11.46;;1
Sourcefire;28.05.2013;FIRE;$6.63;;1
Symantec;28.05.2013;SYMC;$21.38;;1
VASCO;28.05.2013;VDSI;$11.56;;1
Sourcefire;29.05.2013;FIRE;$6.63;;1
Symantec;29.05.2013;SYMC;$21.52;;1
VASCO;29.05.2013;VDSI;$11.86;;1
Sourcefire;30.05.2013;FIRE;$7.64;;1
Symantec;30.05.2013;SYMC;$21.73;;1
VASCO;30.05.2013;VDSI;$12.96;;1
Sourcefire;02.06.2013;FIRE;$7.84;;1
Symantec;02.06.2013;SYMC;$20.96;;1
VASCO;02.06.2013;VDSI;$12.65;;1
Sourcefire;03.06.2013;FIRE;$7.95;;1
Symantec;03.06.2013;SYMC;$20.76;;1
VASCO;03.06.2013;VDSI;$12.65;;1
Sourcefire;04.06.2013;FIRE;$7.89;;1
Symantec;04.06.2013;SYMC;$21.11;;1
VASCO;04.06.2013;VDSI;$12.66;;1
Sourcefire;05.06.2013;FIRE;$7.95;;1
Symantec;05.06.2013;SYMC;$20.95;;1
VASCO;05.06.2013;VDSI;$13.22;;1
Sourcefire;06.06.2013;FIRE;$8.03;;1
Symantec;06.06.2013;SYMC;$20.21;;1
VASCO;06.06.2013;VDSI;$12.48;;1
Sourcefire;09.06.2013;FIRE;$8.06;;1
Symantec;09.06.2013;SYMC;$20.46;;1
VASCO;09.06.2013;VDSI;$11.93;;1
Sourcefire;10.06.2013;FIRE;$8.27;;1
Symantec;10.06.2013;SYMC;$20.30;;1
VASCO;10.06.2013;VDSI;$12.12;;1
Sourcefire;11.06.2013;FIRE;$8.24;;1
Symantec;11.06.2013;SYMC;$19.80;;1
VASCO;11.06.2013;VDSI;$11.49;;1
Sourcefire;12.06.2013;FIRE;$8.25;;1
Symantec;12.06.2013;SYMC;$19.94;;1
VASCO;12.06.2013;VDSI;$11.53;;1
Sourcefire;13.06.2013;FIRE;$8.17;;1
Symantec;13.06.2013;SYMC;$20.21;;1
VASCO;13.06.2013;VDSI;$11.96;;1
Sourcefire;16.06.2013;FIRE;$8.20;;1
Symantec;16.06.2013;SYMC;$20.25;;1
VASCO;16.06.2013;VDSI;$11.89;;1
Sourcefire;17.06.2013;FIRE;$8.06;;1
Symantec;17.06.2013;SYMC;$19.98;;1
VASCO;17.06.2013;VDSI;$11.84;;1
Sourcefire;18.06.2013;FIRE;$7.92;;1
Symantec;18.06.2013;SYMC;$19.71;;1
VASCO;18.06.2013;VDSI;$11.56;;1
Sourcefire;19.06.2013;FIRE;$8.05;;1
Symantec;19.06.2013;SYMC;$20.20;;1
VASCO;19.06.2013;VDSI;$11.75;;1
Sourcefire;20.06.2013;FIRE;$7.69;;1
Symantec;20.06.2013;SYMC;$19.37;;1
VASCO;20.06.2013;VDSI;$11.42;;1
Sourcefire;23.06.2013;FIRE;$7.63;;1
Symantec;23.06.2013;SYMC;$19.48;;1
VASCO;23.06.2013;VDSI;$11.27;;1
Sourcefire;24.06.2013;FIRE;$7.64;;1
Symantec;24.06.2013;SYMC;$19.47;;1
VASCO;24.06.2013;VDSI;$11.03;;1
Sourcefire;25.06.2013;FIRE;$8.09;;1
Symantec;25.06.2013;SYMC;$19.98;;1
VASCO;25.06.2013;VDSI;$11.28;;1
Sourcefire;26.06.2013;FIRE;$7.92;;1
Symantec;26.06.2013;SYMC;$19.59;;1
VASCO;26.06.2013;VDSI;$10.85;;1
Sourcefire;27.06.2013;FIRE;$7.50;;1
Symantec;27.06.2013;SYMC;$19.48;;1
VASCO;27.06.2013;VDSI;$10.69;;1
Sourcefire;30.06.2013;FIRE;$7.73;;1
Symantec;30.06.2013;SYMC;$19.35;;1
VASCO;30.06.2013;VDSI;$10.53;;1
Sourcefire;01.07.2013;FIRE;$7.60;;1
Symantec;01.07.2013;SYMC;$19.74;;1
VASCO;01.07.2013;VDSI;$10.80;;1
Sourcefire;02.07.2013;FIRE;$7.25;;1
Symantec;02.07.2013;SYMC;$19.54;;1
VASCO;02.07.2013;VDSI;$10.66;;1
Sourcefire;03.07.2013;FIRE;$7.25;;1
Symantec;03.07.2013;SYMC;$19.12;;1
VASCO;03.07.2013;VDSI;$10.23;;1
Sourcefire;07.07.2013;FIRE;$7.23;;1
Symantec;07.07.2013;SYMC;$19.13;;1
VASCO;07.07.2013;VDSI;$10.23;;1
Sourcefire;08.07.2013;FIRE;$7.23;;1
Symantec;08.07.2013;SYMC;$19.53;;1
VASCO;08.07.2013;VDSI;$10.58;;1
Sourcefire;09.07.2013;FIRE;$6.96;;1
Symantec;09.07.2013;SYMC;$18.85;;1
VASCO;09.07.2013;VDSI;$10.55;;1
Sourcefire;10.07.2013;FIRE;$6.88;;1
Symantec;10.07.2013;SYMC;$18.96;;1
VASCO;10.07.2013;VDSI;$10.76;;1
Sourcefire;11.07.2013;FIRE;$6.61;;1
Symantec;11.07.2013;SYMC;$18.82;;1
VASCO;11.07.2013;VDSI;$11.04;;1
Sourcefire;14.07.2013;FIRE;$6.77;;1
Symantec;14.07.2013;SYMC;$18.65;;1
VASCO;14.07.2013;VDSI;$10.55;;1
Sourcefire;15.07.2013;FIRE;$6.91;;1
Symantec;15.07.2013;SYMC;$18.59;;1
VASCO;15.07.2013;VDSI;$10.71;;1
Sourcefire;16.07.2013;FIRE;$7.50;;1
Symantec;16.07.2013;SYMC;$18.98;;1
VASCO;16.07.2013;VDSI;$11.37;;1
Sourcefire;17.07.2013;FIRE;$7.47;;1
Symantec;17.07.2013;SYMC;$19.10;;1
VASCO;17.07.2013;VDSI;$11.61;;1
Sourcefire;18.07.2013;FIRE;$7.27;;1
Symantec;18.07.2013;SYMC;$19.14;;1
VASCO;18.07.2013;VDSI;$11.87;;1
Sourcefire;21.07.2013;FIRE;$7.16;;1
Symantec;21.07.2013;SYMC;$18.98;;1
VASCO;21.07.2013;VDSI;$11.76;;1
Sourcefire;22.07.2013;FIRE;$7.36;;1
Symantec;22.07.2013;SYMC;$19.29;;1
VASCO;22.07.2013;VDSI;$11.59;;1
Sourcefire;23.07.2013;FIRE;$7.38;;1
Symantec;23.07.2013;SYMC;$19.65;;1
VASCO;23.07.2013;VDSI;$11.48;;1
Sourcefire;24.07.2013;FIRE;$7.58;;1
Symantec;24.07.2013;SYMC;$19.38;;1
VASCO;24.07.2013;VDSI;$13.40;;1
Sourcefire;25.07.2013;FIRE;$7.94;;1
Symantec;25.07.2013;SYMC;$19.45;;1
VASCO;25.07.2013;VDSI;$13.29;;1
Sourcefire;28.07.2013;FIRE;$7.77;;1
Symantec;28.07.2013;SYMC;$19.03;;1
VASCO;28.07.2013;VDSI;$13.70;;1
Sourcefire;29.07.2013;FIRE;$8.00;;1
Symantec;29.07.2013;SYMC;$19.67;;1
VASCO;29.07.2013;VDSI;$14.05;;1
Sourcefire;30.07.2013;FIRE;$8.00;;1
